,Star,Date,Style,Review
2029,1.0,2020-01-30,베스트 셀러 팩,Does not taste the same as pods ordered from Nespresso website. Extremely bitter and burnt and honestly not even drinkable even after adding sugar and cream. Such a waste of money
2030,1.0,2019-04-21,베스트 셀러 팩,Horrible! Rancid!
2031,2.0,2019-06-05,베스트 셀러 팩,Same as Keurig. Better to get the classic / original capsules. It sent back the Vertuoline machine and changed it for one that takes classic capsules
2032,1.0,2019-04-05,베스트 셀러 팩,THE GREEN COFFEE PODS ONLY HAD 9.
2033,3.0,2019-04-27,베스트 셀러 팩,Prefer to choose the ones we like
2034,1.0,2019-02-19,베스트 셀러 팩,Just got an Amazon locker in the apartment complex. All of my last three packages have gone missing. AWFUL SYSTEM. Would not recommend to ANYBODY
2035,1.0,2019-04-13,베스트 셀러 팩,The boxes these capsules come in are not the right size. The coffee also seems very watered down. Definitely seems fake/counterfeit. I will not order again.
2036,2.0,2019-07-30,베스트 셀러 팩,a new third type was added to the trio and I didn't like it!!!
2037,1.0,2019-05-31,베스트 셀러 팩,This package is a rip off. Buy the 10 pack of each for $11 each (total $33) through Amazon and save $11.
2038,1.0,2018-06-14,베스트 셀러 팩,"The worst ever ,still in my panttry, one month passed, and can't do, nothoing,I might use them to make tiramisu, jut to calm my self down for this unexpected loss. Who knows where and how these ""beautiful so called coffee capsules"" stored!!!! till now I'm disappointed, so disappointed."
2039,1.0,2018-01-30,베스트 셀러 팩,"I called nespresso to confirm but what I received does not look like the normal nespresso pods. Some received did not have the coffee name on the bottom, the others that did were in bold black writing when normally nespresso is soft grey. These are fake. Purchase at your own risk!"
2040,2.0,2018-08-07,베스트 셀러 팩,"I didn’t get a variety pack, I received 3 sleeves of the gold capsules."
2041,5.0,2020-01-30,베스트 셀러 팩,"Nice flavors. All full and rich, not bitter. I recommend."
2042,5.0,2017-09-19,베스트 셀러 팩,Love this coffee to good won’t buy anything else
2043,5.0,2019-03-03,베스트 셀러 팩,I love coffee but Nespresso coffee I love it
2044,1.0,2018-08-02,베스트 셀러 팩,Do not purchase these they are horrible.
2045,1.0,2019-04-12,베스트 셀러 팩,Item was expired.
2046,2.0,2019-07-20,베스트 셀러 팩,I ordered the assortment but only got one flavor! Thanks
2047,1.0,2019-06-22,베스트 셀러 팩,"This product might be good, but I will never know. The machine at work actually takes capsules, and they won't exchange the item. It's not like the item was used or anything!"
2048,1.0,2019-04-14,베스트 셀러 팩,"My husband and I were surprised to see that the individual containers of coffee were not marked with the Nespresso logo! I'm not sure who manufactured these, but it is obviously not what Nespresso sells---"
2049,1.0,2019-04-15,베스트 셀러 팩,Wouldn’t buy. Order via Nespresso only.
2050,5.0,2019-05-22,베스트 셀러 팩,We love our Nespresso machine and the coffee pods!
2051,5.0,2018-12-26,베스트 셀러 팩,Great
2052,5.0,2018-08-07,베스트 셀러 팩,"I love my Nespresso Vertuo. The pods are a little pricey but man, it's good coffee!"
2053,4.0,2020-01-30,베스트 셀러 팩,"Nespresso is pretty expensive with a cup being well over $1 and many being over $2.

The coffee is pretty good and the machine comes with a nice whipped milk cup.
But, you can buy K-cups for your Keurig for much cheaper and use the whipped milk container with that.

Ecologically speaking, the Nespresso capsules are recyclable while most K-cups are plastic. But, you can get K-cups made from biodegradable materials....or you can get an empty cartridge and fill it with your own ground coffee."
2054,1.0,2019-03-03,베스트 셀러 팩,"I was not happy with this coffee, one box was original Nespresso two boxes were not. The pods had no writing or sizes on them and the coffee was not as robust as Nespresso"
2055,1.0,2019-04-10,베스트 셀러 팩,"All the capsules are crushed or deformed in one way or another. It seems like Starbucks packaged all the defective capsules and sold them as acceptable. Too much money, and stains Starbucks reputation!"
2056,5.0,2018-10-23,베스트 셀러 팩,"For all you coffee lovers , here is the most flavorful coffee you can get at home !!"
2057,1.0,2019-06-19,베스트 셀러 팩,"I’ve been ordering this for a few times and It has been good. But the last purchase, the packaging changed and flavor was way off. Either it’s fake or something wrong with the quality control."
2058,5.0,2019-08-13,베스트 셀러 팩,"Everlasting love smooth, bold, strong"
2059,1.0,2019-06-14,베스트 셀러 팩,This is way too expensive for a 1/4 cup coffee
2060,5.0,2019-06-24,베스트 셀러 팩,"I wanted to like this, it worked for a few weeks and then became more and more glitchy. Never gave the accurate amount of coffee, would stop working and refuse to give me coffee, had to reset to factory settings almost weekly. I’m ordering a different version in hopes that it actually works , I would not buy this"
2061,2.0,2018-08-04,베스트 셀러 팩,"Good product, just a little pricey 🤓"
2062,4.0,2019-07-17,베스트 셀러 팩,The only dislike is you are only able to use their pods and a suitable way to use one's special coffee with the machine does not exist. I have not found my true go to flavor in this line yet.
2063,1.0,2018-09-28,베스트 셀러 팩,Just received these and they are expired. Not good. I hope they replace them.
2064,5.0,2018-08-07,베스트 셀러 팩,I asked for these as a Christmas gift this year because they were so good
2065,1.0,2020-01-30,베스트 셀러 팩,I think these are a knockoff. I was so excited because I bought a brand new machine and ordered these and these taste like water in comparison to the nespresso it came with.
2066,1.0,2019-05-14,베스트 셀러 팩,"I'm not a fan of Nespresso Vertuoline. When purchasing the machine, no one tells you these pods are expensive and not worth it. Nespresso has adopted the strategy of printing companies, ie sell the printer for pennies but charge a lot for the ink. Stay away."
2067,1.0,2018-02-21,베스트 셀러 팩,I was sent long expired coffee!
2068,1.0,2019-03-01,베스트 셀러 팩,The Nespresso recycling bag was not enclosed.
2069,1.0,2019-08-14,베스트 셀러 팩,A bunch of the pods were damaged- pretty disappointed as these are already expensive as it is..
2070,1.0,2019-06-28,베스트 셀러 팩,I bought the Nespresso Expresso maker as a gift. They did not want it so please aware... You CANNOT return the coffee which was $33.00 nd ONY works with that machine
2071,1.0,2019-07-10,베스트 셀러 팩,I normally order directly from Nespresso and love their coffee. I normally order these flavors as well. These capsules are NOT the same as “Nespresso”. They’re horrible! I will never order these through Amazon again.
2072,1.0,2019-06-14,베스트 셀러 팩,Stormi is too strong
2073,1.0,2019-06-29,베스트 셀러 팩,I had to return the Nespresso Vertuo because my daughter didn't want it. But I'm stuck with the 30 extra pods I bought for her because Amazon won't accept them back - even unopened. Quite a bit of money wasted.
2074,1.0,2018-10-24,베스트 셀러 팩,"These pods did not work. The whole order of pods did not work - it was just colored water.
I thought it was my machine - hours of troubleshooting and cleaning the machine.. Got new pods and it worked fine."
2075,1.0,2018-11-15,베스트 셀러 팩,They send 3 of the same type not an assortment. I guess it’s up to them what they send you. I already opened everything before I checked my true order so I can’t return.
2076,1.0,2018-08-07,베스트 셀러 팩,I only received one sleeve (10) capsules. Where are the other two?
2077,1.0,2020-01-30,베스트 셀러 팩,It was delivered a day late..had no coffee. Understandably unsatisfied
2078,5.0,2019-02-06,베스트 셀러 팩,Nespresso might be a little pricey but you get what you pay for. Hands down the best best machine and coffee with the exception of actually being in Costa Rica. Thank you Nespresso for great tasting coffee and product engineering.
2079,1.0,2019-01-02,베스트 셀러 팩,The coffee is great...but this is not what I ordered and doesn’t even work in my Vertuo machine. Reordering in hopes to get the correct stuff this time.
2080,5.0,2019-07-03,베스트 셀러 팩,Love love love these coffee pods!
2081,1.0,2019-01-29,베스트 셀러 팩,"Not the same nespresso capsules I am used to. No flavor. Makes me wonder where they came from!!

Am returning them."
2082,1.0,2019-06-21,베스트 셀러 팩,"I am not a coffee drinker... sooooo, I tried Nespresso... trying to find one I liked. All were to strong. Not for me at this time."
2083,1.0,2018-08-09,베스트 셀러 팩,this was my second time purchasing this product. the box and the pods came damaged. i will be returning if it doesn't work in the machine. disappointing considering the high cost of the pods
2084,4.0,2018-11-28,베스트 셀러 팩,These are really great pods dont get me wrong! It's just sometimes I have noticed more then with other coffee is nespresso gives me stomach aches and they are very acidic. Some people like that but if you are sensitive to that just be sure you are checking the levels on each pod! Still great flavor otherwise. Wish there was a reuse-able and refillable pod for them.
2085,5.0,2019-06-20,베스트 셀러 팩,"ABSOLUTELY THE FLAVOR!!!!
WOULD MAKE A NICE GIFT. MY KIDS LOVED IT. They thought that the coffee was more than enough. After all their visit was only a week. Well they loved it so much that they drank them all before they left to go home. That was 30 pods !!!
Thank you
You made me look good !!!
Wish that you guys did coupons as I cant afford to buy it often. Wish I could."
2086,5.0,2018-01-07,베스트 셀러 팩,I enjoyed trying different flavors and sizes of pods. It doesn't get any better than this.
2087,5.0,2018-03-01,베스트 셀러 팩,I love receiving multiple choices to taste from and I'm not disappointed at all. I absolutely love love all three (3) and have ordered more since. I also purchased a milk frother that makes it that more enjoyable 😉
2088,5.0,2018-08-07,베스트 셀러 팩,Not sure what kind of Nespresso you want to order? This is the best thing to help you decide. Great variety to sample - and some of the best home made coffee you will ever taste! I've become a Nespresso believer in the short while since I bought my machine!
2089,1.0,2020-01-30,베스트 셀러 팩,"The last batch I purchased had very unpleasant, moldy smell and taste. Will be returning"
2090,1.0,2019-06-21,베스트 셀러 팩,Packaging is great. Coffee overrated for the price.
2091,1.0,2019-07-15,베스트 셀러 팩,I'm not sure where these came from but they tasted not so great and almost every capsule had a dent in it.
2092,5.0,2018-02-08,베스트 셀러 팩,"Premium packaging, like a fine box of chocolates. every flavor is labeled, and there's a list what of other options that are available from the same product line. My set came together with the virtuo maker, but I would have been happy if I purchased separately, as it is a great way to find a favorite variety, without making a full package purchase."
2093,5.0,2018-01-09,베스트 셀러 팩,Good flavor but should come in larger size. Need to make two cups of coffee and it’s expensive.
2094,1.0,2019-05-18,베스트 셀러 팩,"Bulky packaging. I lived 2 flavors and never used as the nespresso machines just don’t get hot enough for me - tried 2 machines
K cups bar far more affordable"
2095,5.0,2018-01-26,베스트 셀러 팩,Such a great deal that I had to buy 2! 1 for me and 1 to gift to my daughter. Flavors are nice and best bang for your coffee buck.
2096,1.0,2018-12-28,베스트 셀러 팩,"Didn't taste right- thinking its old, stale product. Would recommend buying straight thru espresso for the same price"
2097,1.0,2019-02-24,베스트 셀러 팩,These tastes awful and weird. The ones I tried at the Nespresso store was completely different. I have a brand new Vertuo and these pods were off tasting
2098,1.0,2019-07-03,베스트 셀러 팩,The product has been lost since May 18 but the damned software will not let me request a refund.
2099,1.0,2019-03-20,베스트 셀러 팩,Need to return ordered the wrong thing
2100,5.0,2018-08-07,베스트 셀러 팩,This was great to receive so many samples
2101,1.0,2020-01-30,베스트 셀러 팩,The capsules are delivered dented
2102,1.0,2018-12-27,베스트 셀러 팩,"All of the pods i put in are coming out just water ?
Extremely upset . Is there a way you can refund ? Or resend ?"
2103,1.0,2018-11-08,베스트 셀러 팩,The pods were sold as a bundle with the Nespresso machine. I returning the machine was unable to return the pods...which are useless without machine.
2104,4.0,2019-02-18,베스트 셀러 팩,Good coffee
2105,5.0,2019-01-23,베스트 셀러 팩,Took a minute to figure it out. Have enjoyed the variety
2106,1.0,2019-02-18,베스트 셀러 팩,They didn’t fit in my maker
2107,5.0,2018-09-07,베스트 셀러 팩,Value for money
2108,5.0,2018-02-16,베스트 셀러 팩,Awesome beginners box
2109,5.0,2019-04-06,베스트 셀러 팩,"This Nespresso “best seller” selection has three different intensity coffee capsules for VertuoLine machines only. This includes 10 each of Stormio (intensity 8), Odacio (intensity 7) and Melozio (6 intensity) that brew larger 7.8 oz cups of coffee rather than the short espresso shots. It’s a good assortment of coffee that’s all rich and flavorful but varies in intensity.

Stormio is a bold, dark roast coffee that’s rich and flavorful. It tastes like a good French Roast that’s strong and rich enough to make a satisfying Café Au Lait (coffee with hot milk) that’s a little smoky but not charred or burnt tasting. Stormio is a pleasing medium bodied coffee with thick foam from the brewing process. It’s lightly acidic and a touch bitter in an enjoyable way. I enjoy Stormio a lot. 5 stars.

Odacio is a blend of light roasted Ethiopian beans and long roasted Nicaraguan beans. It’s rather dark and bold, but also lively. It has a full bodied mouthfeel as it’s thick and creamy. It’s flavorful with cereal notes and lighter fruity notes. This coffee doesn’t taste sweet like my favorite dark roasts that have chocolate or caramel notes, but milk and sugar bring out some sweetness and Odacio is robust and satisfying. 4.5 stars.

Melozio is more of a medium roast that tastes rich and flavorful but still mellow. It’s not too weak or too intense. I’d describe it as medium bodied as it’s not watery or thin. It’s a smooth and balanced coffee that I prefer with milk and sugar to bring out the flavor and sweeter notes, though I drink all my coffee with milk and sugar (or other sweetener). Being less intense, Melozio is a pleasant surprise as I thought it might be too weak for me. 5 stars. Overall, an enjoyable assortment of quality coffee capsules. 5 stars."
2110,5.0,2018-03-07,베스트 셀러 팩,"Need I say more? Their recycling plan is a pretty cool “extra”, drink great coffee and help clean up the environment."
2111,5.0,2018-08-10,베스트 셀러 팩,Love them
2112,5.0,2018-08-07,베스트 셀러 팩,Love this coffee!
2113,1.0,2020-01-30,베스트 셀러 팩,Pods came dented
2114,5.0,2019-04-03,베스트 셀러 팩,So happy with my purchase
2115,5.0,2019-02-14,베스트 셀러 팩,"All of the Nespresso Coffee Capsules that I have tried so far make a flavorful cup of coffee. The great thing about having a variety pack is the ability to try out the different coffee flavors that come with it. When I think about it, the Nespresso coffees are a bit more expensive per cup than a cup made with a standard drip coffee maker.But, the quality of the Nespresso coffees more than make up the difference. I recommend getting a variety pack as a convenient way to sample the different flavors included."
2116,1.0,2018-01-29,베스트 셀러 팩,The green STORMIO capsules tastes like colored water. No flavor at all. Very disappointed!
2117,1.0,2019-04-04,베스트 셀러 팩,They don’t work in a nespresso machine. Why did you ppl lie and say they did?
2118,5.0,2019-06-30,베스트 셀러 팩,This a great deal and giftable as well. Definitely will purchase more. Came quickly which is always a positive for me.
2119,1.0,2018-12-12,베스트 셀러 팩,"This product look like it was old, half of the pods looked like they where open, the silver seal portion at the top was not in tact."
2120,5.0,2019-03-01,베스트 셀러 팩,"I'm one of those dudes that can't start my day without my daily cup of joe, especially that first cup in the morning. Instant freeze dried coffee can be economical, convenient and time saving, but they lack taste when compared to freshly brewed counterparts. When it comes to brewed coffee, this is typically accomplished by traditional drip coffemakers w/ carafe or Keurig-style drip coffee via coffee pods. One of the latest & most popular & high-end homebrew coffeemaker is the Nespresso lines of coffee machines, and its myriad of Nespresso coffee pods. If you own one of these machines, typically you'd need a milk Frother as well to make best possible Nespresso style espresso drinks, the challenge isn't how to make it, but with so many varieties and flavors available, WHICH one to choose!

Through Amazon's Vine Voices Program, this problem, albeit it a good one, is easily solved, when I discovered the 『Nespresso Capsules VertuoLine, Best Seller Variety Pack』.

The VERDICT
==========
Every Espresso machine owner knows that it can be difficult to search through the variety of VertuoLine pods and capsules. This is one of the nicest things about the Nespresso world – the many choices. But this wide range of products is, of course, also quite confusing.

This Nespresso Capsules VertuoLine contains the entire Nespresso VertuoLine assorted coffee pods from Stormio (10), Odacio (10) & Melozio (10), this is same as strong, medium to light roast. So, my family & I, everyone can have a Nespresso espresso drink with the preferred brewing strength. Absolutely perfectly blend of different strengths, you bound to find one you enjoy.

💞🤩🤩💕☕👍☕ HIGHLY RECOMMENDED☕👍☕💞🤩🥰💕"
2121,4.0,2019-05-31,베스트 셀러 팩,"This is the classic coffee lovers variety pack. It's the first selection I bought when I had used up the few pods that came with my machine, and I continued to buy it until I started dabbling in the single origin pods.

If you're buying this as a gift for someone else, and you don't know what they like, get them this. All three flavors in here are great. Stomio is the strongest, Melozio is the mildest, and Odacio is in between. But all three of them taste bold and engaging to me. Personally, I like to have the Odacio in the morning and a Stormio after lunch. My wife likes the Melozio, so those are for her.

You can either buy your Vertuoline pods from the Nespresso website, or from here. (Or the Nespresso Store if you are lucky enough to live near one). The advantage of the Nespresso website is more selection, including seasonal and single origin flavors. The advantage of Amazon is free delivery even for small orders for Prime members, and overnight delivery in many markets."
2122,1.0,2019-06-25,베스트 셀러 팩,I received 2 melozio and 1 Odacio and not 1 of each - FYI
2123,5.0,2018-06-14,베스트 셀러 팩,Excelente
2124,1.0,2018-08-07,베스트 셀러 팩,El sabor es excelente
2125,5.0,2020-01-30,베스트 셀러 팩,"This medium to dark roast variety pack of coffees is impressive. The numbers corresponding to the strength on the coffees' strength is very accurate to me. The flavors are very rich and deep, with a delightful aroma that fills the kitchen while they are brewing. The darkest one, Stormio, reminds me a bit of some Cuban coffee I had years ago. I had to sip on that one, because it was much stronger than what I'm used to. However, it was good, but it's not a flavor I would drink daily because it is so dark and strong and for me, one to be sipped and savored.

The other two flavors were easier to enjoy, because the strengths and darkness were more familiar to me. I enjoyed trying to discern the different ""notes"" in each. The quality of all 3 flavors felt very high-end to me, much nicer than the typical coffees that I drink daily on a regular basis.

Comparing the quality and flavor of the Nespresso to the other major competing brand, the Nespresso wins hands-down in my opinion. However, it's also more costly than that brand, so that's a definite consideration for me. For those who go out and buy their coffee at coffee shops and are wanting the same (or better) quality and flavor of coffee at home, this is a definite cost-effective and richly flavorful option to consider. Thanks for reading."
2126,1.0,2019-05-14,베스트 셀러 팩,"I WANT MY 3RD BOX, I ONLY GOT 2 INSIDE"
2127,1.0,2019-02-16,베스트 셀러 팩,Taste old.
2128,1.0,2018-11-26,베스트 셀러 팩,"They sent all green pods. This wasnt a ""variety pack."""
2129,1.0,2017-05-05,베스트 셀러 팩,Wrong size I I need one size bigger
2130,5.0,2017-11-24,베스트 셀러 팩,I just got this along w/the Nespresso machine & I’m loving it! There are so many varieties to choose from & I look forward to trying them all!
2131,1.0,2019-01-09,베스트 셀러 팩,Received 2 identical flavors. Was supposed by 3 different.
2132,5.0,2019-06-19,베스트 셀러 팩,I love Nesspresso coffee i Recommend all my costumers to get them through our app Nesspresso or Any of Boutiques. This some of my Displays.Register In Nesspresso.com Nesspresso.com. Lots of stuff on app also new Recepies on Instagram. Love create my own Ice lattes..
2133,5.0,2019-02-26,베스트 셀러 팩,Such a great price for coffee pods! Less than $20 for 50 pods. They taste great too.
2134,5.0,2019-02-18,베스트 셀러 팩,"These Nespresso Vertuoline Capsules have a nice variety of bolder flavors that are flavorful and a treat to drink. While I like more mediumish roasts in general for every day coffee, these are on the upper end of the medium lines and into the bolder, darker ones - but they aren't too bitter or too overpowering, either. They have a great flavor, and I honestly can't figure out which one is my favorite.

They all make a lovely crema in our Nespresso Vertuoline machine, and we love the richer flavors that make us feel like we have our own personal gourmet coffee barista ready to serve up the most delectable Nespresso whenever we want. I like this set, because it's a happy medium between my husband and I - he likes the darker roasts, and I am more into the medium ones, and these are kinda on those fence lines that satisfy us both, no matter which one we choose out of the 3 in this variety pack. It gets two thumbs up from us - YUM!"
2135,1.0,2017-09-18,베스트 셀러 팩,Bitter coffee. Want my money back.
2136,5.0,2018-08-07,베스트 셀러 팩,"You have to buy the Nespresso coffee machine to brew these pods properly, so you probably already know how much your cup of coffee costs.

I like that the flavors are always consistently good. There are a lot of different flavors to try if you like experimenting. I like their intensity scale so I don't have to guess too much about what a new flavor will taste like.

The product description makes a big point about the used pods being recyclable (unlike the disposable Keurig pods). However, you cannot recycle the pods through most city home recycling systems. You need to send the pods back to Nespresso. If you buy the pods directly from Nespresso, they will give you a postage-paid package for you to send the used pods back. Unfortunately, you do not get the recycling package when you buy from Amazon. Minus one star because recycling is a hoax for Amazon customers."
2137,1.0,2020-01-30,베스트 셀러 팩,the box with 3 sleeves of Nespresso coffee was banged up and coffee pods were dented and crushed.
2138,1.0,2019-04-01,베스트 셀러 팩,"Yeah they're delicious... but damn, they're a rip off! Nespresso should be ashamed of themselves"
2139,5.0,2019-01-14,베스트 셀러 팩,"I wish the capsules were'nt so expensive, otherwise, it is a joy to make coffee using this system."
2140,1.0,2019-01-07,베스트 셀러 팩,The pods arrived damaged
2141,5.0,2017-08-14,베스트 셀러 팩,"My daughter got a Nespresso Machine for Christmas so when I saw these variety packs I knew I had to get them for her. These are high ticket but worth every penny.

The pods are easy to use in your machine following the instructions for your Nespresso brewer. I love that this includes three different flavors 10 Stormio, 10 Odacio, and 10 Melozio. Each box gives a meter to let you know the intensity of the flavor.

Besides being great coffee the pods are aluminum and you can take them apart, dispose of the coffee and recycle the pods.

These are name brand and came in perfect order. I read a few reviews saying pods were damaged but these came with the three box inside the manufacturers box so there really is no way for them to be damaged.

Thanks for reading my review

Becky Brooks"
2142,1.0,2019-12-16,베스트 셀러 팩,Tasted like chemicals
2143,5.0,2019-03-29,베스트 셀러 팩,Stormio is a stout cup of joe for $1.10. I actually programmed the machine to make it a 16 oz since it is a tad bit strong for my taste...and I like a 16-ounce size.
2144,1.0,2019-05-06,베스트 셀러 팩,no sleeves to hold pods for display
2145,5.0,2019-02-01,베스트 셀러 팩,"I've had all of these flavor pods in the past and liked them so I thought the variety pack would be great. For some reason with this batch I found I wasn't really enjoying the Melozio compared to the Odacio and Stormio. And between the Odacio and Stormio, I enjoyed the Stormio a little better. Felt the flavor was less muddy than the others.

Overall, I find the Nespresso Vertuoline to be excellent coffees especially when compared to the original Nespresso pods that I would make as Americano. The packaging has changed recently to just dumping the pods into the boxes versus putting them in special sleeves (which were a slight pain to remove the pods from). The pods packaged this way arrived just fine, no damage or denting.

Overall, great coffees.. try them out in something like this variety pack to figure out your preference.

I hope this helps you."
2146,5.0,2019-03-26,베스트 셀러 팩,"For use with only Nespresso’s VertuoLine machines, this set of three medium and dark roast best sellers is close to perfect and it includes Melozio has an intensity of 6, Odacio is A 7 and Stormio is level 8. Each have their own taste characteristics—Melozio is very smooth, Odacio is slightly more acidic so brighter and somewhat bolder and Stormio which is dark, rich and bold.

All three brew a 7.77 ounce cup with the usual generous layer of crema. The aluminum pods are recyclable and do not impart any odd flavors unlike some of the plastic pods used with single cup brewers. There is a reason these three varieties are best sellers. Excellent."
2147,5.0,2019-03-27,베스트 셀러 팩,Great tasting coffee quite pricey when bought alone. I did get it as part of a deal. We do reuse the pot a few x granted the consecutive coffee aren't as potent as the first and we need to be careful that the seal shouldn't get completely cut off but for light coffee it's great. I let the real coffee lover have the first and I have the next. The taste is potent enough at least for me it is.
2148,5.0,2018-08-07,베스트 셀러 팩,"The collection of capsules in this variety pack is not coffee you drink, rather these brews are to be sipped and savored like a fine wine.
Odacio is a Nicaraguan Arabica with cereal note, a splash of acidity, and a delicate fruitiness.
Stormio is a highly roasted blend of Nicaraguan and Guatemalan coffee beans with spicy, woody notes and a hint of cayenne. It has a smooth richness and was my favorite of the three. I drank a cup of my regular brew afterward and it was tasteless.
Melozio is a blend of Brazilian bourbon and Central American Arabicas that is lightly roasted for a smooth, perfectly balanced coffee.
I enjoyed all three blends. They are all quality coffees that are well worth the price. They would make an excellent gift for your favorite coffee drinker, especially if you gave them the brewer, too."
2149,1.0,2020-01-30,베스트 셀러 팩,Expired already
2150,5.0,2018-12-30,베스트 셀러 팩,"Packaging is ingenious and machine reads h2O needed for each pod. Some dark roasts have a medicinal aftertaste...but thats Nestles problem not Amazons.
Question: Why does AMZ have 'Report' for bad reviews and not Helpful like offered for good reviews?
Ppl like to know the bad and good so they may decide!
Leave the reviews as they come, trust the consumers who keep AMZ rolling large!"
2151,5.0,2018-11-08,베스트 셀러 팩,"You likely know that these are for VertuoLine machines and not OriginalLine, though it's worth noting first, just in case.

Fantastic! All of them for sure- though Stormio is hands down a favorite for me. With flavor and intensity- definitely gives the kick I'm looking for in the morning.

I'm the person that drinks too much caffeine so I often take a steel mug with me to work and it's still great later in the day.(mainly have used the Melozio for this). I don't have the urge to pick up coffee while out, when having it with me.

Love everything about these, even the packaging somehow adds to making it great 😄🤔"
2152,5.0,2019-04-14,베스트 셀러 팩,"Nespresso rules when it comes to pod coffee. The flavors are much better than Keurig pods, and Nespresso provides free sleeves to return used pods for recycling, so no guilt necessary. If you want a good introduction to Nespresso's coffees, this three-pack is a great way to go. Odacio is a cerealy blend, a plain and solid cup; Melozio is more flavorful; and Stormio is a strong blend that will put hair on your chest and will definitely wake you up in the morning. Each provides a good froth and a full cup, and is fine with or without cream and sugar, though the cream brings out more subtle flavors. We *always* have Nespresso Vertuoline pods in the kitchen, and these are three fine ways to enjoy the varied flavors. Highly recommended!"
2153,1.0,2019-03-22,베스트 셀러 팩,No era lo que quería yo quería los café expreso
2154,1.0,2018-12-04,베스트 셀러 팩,Fake fake and fake !
2155,5.0,2020-02-08,베스트 셀러 팩,"Nespresso is hands down the best at-home, single-serve, quick cup of coffee. We have had our Nespresso for a couple of years. I only use it occasionally, but my husband uses it almost daily for espresso. I enjoy a larger and weaker cup of coffee.

This is the best variety pack for the coffee drinkers at our house! My husband's favorite is the Stormio because he prefers a dark roast. My favorite is Melozio because I prefer a medium roast. The odocio is also a good flavor but is not as good as Stormio!

The price for these is much better on Amazon than at other retailers too!"
2156,5.0,2018-03-31,베스트 셀러 팩,"Would buy these again as the quality of the coffee is simply the best for at a relatively inexpensive home machine like this.

Three different flavors are essentially, light, medium and dark and all are really good, and I think the choices for favorites are all contingent on whether you like a lighter or stronger coffee flavor. These are so good, they don't even need sugar (less calories when having your coffee, which is a plus in my book.)

Easy to order, use and recycle, which is very important to me as I wouldn't use these if they were not ecologically friendly.

Would definitely recommend. Love having these delivered to my door, especially now."
2157,1.0,2019-02-10,베스트 셀러 팩,Taste to bitter not the regular taste
2158,5.0,2018-05-21,베스트 셀러 팩,My husband and I recently ordered a new Nespresso Virtuo on Prime Day (our first Nespresso machine ever) and we love the machine and these capsule flavors. You get a good variety of boldness and flavors out of these. These are probably the flavors we will end up ordering the most of when we need more capsules. Highly recommend!
2159,5.0,2022-04-19,베스트 셀러 팩,Nothing to complain ....
2160,5.0,2018-08-07,베스트 셀러 팩,I absolutely recommend this for any coffee lover!!
2161,5.0,2020-01-30,베스트 셀러 팩,"The coffee has a wonderful rich flavor. I really enjoy these expresso pods. I also like the fact they are made of aluminum and can be recycled. The price is a little high, but they go with the machine."
2162,5.0,2018-03-08,베스트 셀러 팩,"Overall, this serves as a nice introduction to the Vertuoline coffees. This came bundled with my Nespresso Machine, but allowed for a nice sampling of 3 of their standard coffees. Personally I preferred stormio (and bought more of just that), but everyone has their own preferences and none of them are bad."
2163,1.0,2018-01-19,베스트 셀러 팩,Too expensive
2164,1.0,2019-02-27,베스트 셀러 팩,Average
2165,5.0,2019-03-19,베스트 셀러 팩,"Nespresso coffee pods and froth machine is by far the best coffee I have ever had. Yes, a bit pricey but not only am I worth it. I do not need to buy coffee out ever. Why would I spend 2/3 on a cup of drip coffee when i have a professional unit at home. Plus i only need one cup a day. Stormio is my favorite. I am so spoiled....buy Nespresso....YOUR WORTH IT TOO"
2166,5.0,2019-03-22,베스트 셀러 팩,All 3 of the Nespresso pods variety are excellent. They range from a 6-8 with the green being the strongest. My favorite are Melozio and Odacio and the taste of the coffee and foam is unlike any other. Highly recommend these and Nespresso!
2167,5.0,2018-01-17,베스트 셀러 팩,The pods offer a great variety of flavors at a better value than in the Nespresso store. All three flavors are bold and feel like a decadent treat while drinking. I never want to missing my morning brew. Delicious both hot or iced.
2168,5.0,2017-09-19,베스트 셀러 팩,The Vertuoline capsules by Nespresso are the best thing ever!! This is a great combo pack and a great addition to my capsules. Great flavor. All 7.77 ounce pods. Highly recommended. Stormio is my favorite! Great quality!!
2169,5.0,2018-01-09,베스트 셀러 팩,Love the flavor of all of these. I just got a Nespresso machine and I have to say I love the taste. It's like going to your favorite coffee shop!
2170,5.0,2019-03-05,베스트 셀러 팩,"Have a new Nespresso machine..,,,
Thought I was going to order capsules/pods from AZ, but after reading reviews, I ordered from Nespresso direct...
My books arrive damaged in a undamaged box? so not surprised to hear pods are damaged too....
Very disappointing!"
2171,5.0,2018-09-01,베스트 셀러 팩,My family runs through these coffee pods pretty quickly. We love the taste and it is easy to use with our Nespresso machine at home. Very convenient to be ordering these often and having it delivered to your door!
2172,5.0,2018-08-07,베스트 셀러 팩,Great intro pack to the vertuo/Nespresso life. There are a ton of options but this serves as a great way to explore some without spending a ton of money.
2173,5.0,2020-01-30,베스트 셀러 팩,These are tasted great and worked very well as a starting kit. The price though for the pods are a bit much and should be considered
2174,5.0,2018-01-31,베스트 셀러 팩,Love Nespresso! These were my first pods that I have bought and they were great. I liked all of the flavors except Stormio.
2175,1.0,2018-06-06,베스트 셀러 팩,This coffee was discussing
