,Unnamed: 0,Star,Style,Review,Date
1856,1856,별 5개 중 5.0,스타일: 베스트 셀러 팩,Tasty variety,Reviewed in the United States 🇺🇸 on 2018년 9월 21일
1857,1857,별 5개 중 5.0,스타일: 베스트 셀러 팩,They are all delicious !,Reviewed in the United States 🇺🇸 on 2019년 2월 17일
1858,1858,별 5개 중 4.0,스타일: 베스트 셀러 팩,I like tastes,Reviewed in the United States 🇺🇸 on 2018년 12월 5일
1859,1859,별 5개 중 5.0,스타일: 베스트 셀러 팩,Good stuff,Reviewed in the United States 🇺🇸 on 2019년 5월 15일
1860,1860,별 5개 중 1.0,스타일: 베스트 셀러 팩,"The Coffee capsules are different: the flavor of the coffee is very weak and very little coffee goes in the cup.
The packaging was different the capsules are loose in the package which is not the norm for this special coffee
I am disappointed in the weak coffee even Stormio, melozio should be a stronger coffee and it is weaker then
The Keig coffee.
The coffee is very high in price. I believe that another seller weakened the coffee capsules I will not buy them through
Amazon again.",Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1861,1861,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nice assortment. Includes the basics and most enjoyed.,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1862,1862,별 5개 중 2.0,스타일: 베스트 셀러 팩,I loved the gold flavor. But the blue and green capsules were just too strong!,Reviewed in the United States 🇺🇸 on 2019년 12월 28일
1863,1863,별 5개 중 5.0,스타일: 베스트 셀러 팩,As advertised,Reviewed in the United States 🇺🇸 on 2022년 1월 4일
1864,1864,별 5개 중 5.0,스타일: 베스트 셀러 팩,👍,Reviewed in the United States 🇺🇸 on 2018년 7월 31일
1865,1865,별 5개 중 5.0,스타일: 베스트 셀러 팩,Awesome assortment.Awesome taste!,Reviewed in the United States 🇺🇸 on 2019년 12월 26일
1866,1866,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great,Reviewed in the United States 🇺🇸 on 2020년 1월 3일
1867,1867,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love,Reviewed in the United States 🇺🇸 on 2019년 10월 2일
1868,1868,별 5개 중 5.0,스타일: 베스트 셀러 팩,Arrived as anticipated. Delicious.,Reviewed in the United States 🇺🇸 on 2019년 8월 4일
1869,1869,별 5개 중 5.0,스타일: 베스트 셀러 팩,The best mix of great coffee!,Reviewed in the United States 🇺🇸 on 2022년 7월 8일
1870,1870,별 5개 중 5.0,스타일: 베스트 셀러 팩,👌🏻,Reviewed in the United States 🇺🇸 on 2018년 6월 18일
1871,1871,별 5개 중 5.0,스타일: 베스트 셀러 팩,Perfect selection,Reviewed in the United States 🇺🇸 on 2017년 7월 27일
1872,1872,별 5개 중 5.0,스타일: 베스트 셀러 팩,Good selection.,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1873,1873,별 5개 중 5.0,스타일: 베스트 셀러 팩,Really Good,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1874,1874,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great product and service. No complaints.,Reviewed in the United States 🇺🇸 on 2019년 11월 24일
1875,1875,별 5개 중 5.0,스타일: 베스트 셀러 팩,easily better than starbucks,Reviewed in the United States 🇺🇸 on 2019년 11월 22일
1876,1876,별 5개 중 4.0,스타일: 베스트 셀러 팩,"Good taste, good aroma",Reviewed in the United States 🇺🇸 on 2019년 2월 20일
1877,1877,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nice product variety,Reviewed in the United States 🇺🇸 on 2019년 2월 11일
1878,1878,별 5개 중 5.0,스타일: 베스트 셀러 팩,Can't go wrong with Nespresso.,Reviewed in the United States 🇺🇸 on 2019년 6월 23일
1879,1879,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love these Nespresso pods,Reviewed in the United States 🇺🇸 on 2019년 4월 6일
1880,1880,별 5개 중 5.0,스타일: 베스트 셀러 팩,Fast and great,Reviewed in the United States 🇺🇸 on 2019년 6월 27일
1881,1881,별 5개 중 5.0,스타일: 베스트 셀러 팩,"somewhat expensive, but worth every penny",Reviewed in the United States 🇺🇸 on 2019년 1월 13일
1882,1882,별 5개 중 5.0,스타일: 베스트 셀러 팩,"its the original, fair price.",Reviewed in the United States 🇺🇸 on 2019년 7월 25일
1883,1883,별 5개 중 5.0,스타일: 베스트 셀러 팩,Best price i was able to find for these! Thank you!,Reviewed in the United States 🇺🇸 on 2019년 12월 14일
1884,1884,별 5개 중 5.0,스타일: 베스트 셀러 팩,our favorite combo,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1885,1885,별 5개 중 1.0,스타일: 베스트 셀러 팩,,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1886,1886,별 5개 중 5.0,스타일: 베스트 셀러 팩,Perfect ! Love it !,Reviewed in the United States 🇺🇸 on 2018년 6월 16일
1887,1887,별 5개 중 5.0,스타일: 베스트 셀러 팩,Exactly as pictured & described,Reviewed in the United States 🇺🇸 on 2019년 5월 23일
1888,1888,별 5개 중 5.0,스타일: 베스트 셀러 팩,great taste and strong to boot,Reviewed in the United States 🇺🇸 on 2019년 1월 6일
1889,1889,별 5개 중 1.0,스타일: 베스트 셀러 팩,"DO NOT BUY!!!! I was so excited to purchase this after having delicious coffee while visiting a friend. BUT WATER TANK LEAKS WHEN ATTACHED TO MACHINE. I called customer service, and it is a KNOWN PROBLEM!! And since it was purchased in the past 14 days, they will “allow return to purchaser” (amazon in my case), or “send it in for repairs”! Just what i want, a newly “repaired” $270 coffee maker!
I will repeat, per Nespresso customer service, this is a KNOWN PROBLEM!” I advised amazon to pull it from website.",Reviewed in the United States 🇺🇸 on 2019년 12월 16일
1890,1890,별 5개 중 5.0,스타일: 베스트 셀러 팩,On time delivery! Reasonable price!,Reviewed in the United States 🇺🇸 on 2019년 10월 9일
1891,1891,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love the taste,Reviewed in the United States 🇺🇸 on 2019년 11월 9일
1892,1892,별 5개 중 1.0,스타일: 베스트 셀러 팩,Love it,Reviewed in the United States 🇺🇸 on 2019년 11월 8일
1893,1893,별 5개 중 5.0,스타일: 베스트 셀러 팩,great,Reviewed in the United States 🇺🇸 on 2019년 2월 17일
1894,1894,별 5개 중 5.0,스타일: 베스트 셀러 팩,as advertised and fast delivery,Reviewed in the United States 🇺🇸 on 2018년 4월 30일
1895,1895,별 5개 중 5.0,스타일: 베스트 셀러 팩,Tastes great!,Reviewed in the United States 🇺🇸 on 2017년 12월 17일
1896,1896,별 5개 중 5.0,스타일: 베스트 셀러 팩,Our coffee drinkers are hooked!,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1897,1897,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great Assortment. Multiple Orders.,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1898,1898,별 5개 중 2.0,스타일: 베스트 셀러 팩,Too expensive for a cofe addicts,Reviewed in the United States 🇺🇸 on 2019년 4월 3일
1899,1899,별 5개 중 5.0,스타일: 베스트 셀러 팩,GREAT TASTING COFFEE,Reviewed in the United States 🇺🇸 on 2018년 12월 12일
1900,1900,별 5개 중 5.0,스타일: 베스트 셀러 팩,The Best Coffee. Period.,Reviewed in the United States 🇺🇸 on 2019년 7월 12일
1901,1901,별 5개 중 2.0,스타일: 베스트 셀러 팩,The pods were all loose as if this was returned previously. The sleeve they’re supposed to be attached to was missing in two of the boxes. Very disappointed and not sure if all 10 pods were included in each box.,Reviewed in the United States 🇺🇸 on 2019년 11월 2일
1902,1902,별 5개 중 5.0,스타일: 베스트 셀러 팩,Have reordered already.,Reviewed in the United States 🇺🇸 on 2019년 5월 9일
1903,1903,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love my coffee.,Reviewed in the United States 🇺🇸 on 2020년 2월 7일
1904,1904,별 5개 중 5.0,스타일: 베스트 셀러 팩,Cant wait to try new flavors,Reviewed in the United States 🇺🇸 on 2019년 12월 2일
1905,1905,별 5개 중 5.0,스타일: 베스트 셀러 팩,my favorite weekend coffee! it is quite a treat!,Reviewed in the United States 🇺🇸 on 2019년 10월 28일
1906,1906,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nice selection of coffee.,Reviewed in the United States 🇺🇸 on 2019년 10월 26일
1907,1907,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I use this for my nespresso vertuo ,flavor wise is the 👌. Valu",Reviewed in the United States 🇺🇸 on 2019년 8월 2일
1908,1908,별 5개 중 5.0,스타일: 베스트 셀러 팩,perfect but expensive,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1909,1909,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love this coffee!,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1910,1910,별 5개 중 5.0,스타일: 베스트 셀러 팩,gave as a Gift!,Reviewed in the United States 🇺🇸 on 2021년 6월 12일
1911,1911,별 5개 중 5.0,스타일: 베스트 셀러 팩,My husband loves them.,Reviewed in the United States 🇺🇸 on 2021년 6월 6일
1912,1912,별 5개 중 5.0,스타일: 베스트 셀러 팩,I apologize. I DID receive this item.,Reviewed in the United States 🇺🇸 on 2019년 1월 26일
1913,1913,별 5개 중 5.0,스타일: 베스트 셀러 팩,High-quality product. Good price.,Reviewed in the United States 🇺🇸 on 2019년 9월 7일
1914,1914,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great value,Reviewed in the United States 🇺🇸 on 2017년 6월 23일
1915,1915,별 5개 중 5.0,스타일: 베스트 셀러 팩,Will buy again,Reviewed in the United States 🇺🇸 on 2018년 10월 30일
1916,1916,별 5개 중 5.0,스타일: 베스트 셀러 팩,awesome,Reviewed in the United States 🇺🇸 on 2019년 4월 24일
1917,1917,별 5개 중 5.0,스타일: 베스트 셀러 팩,great,Reviewed in the United States 🇺🇸 on 2017년 3월 10일
1918,1918,별 5개 중 5.0,스타일: 베스트 셀러 팩,Product as promised.,Reviewed in the United States 🇺🇸 on 2019년 7월 25일
1919,1919,별 5개 중 2.0,스타일: 베스트 셀러 팩,"One of the capsules was open, there were coffee grounds everywhere.",Reviewed in the United States 🇺🇸 on 2019년 10월 18일
1920,1920,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love coffee....,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1921,1921,별 5개 중 4.0,스타일: 베스트 셀러 팩,All good,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1922,1922,별 5개 중 5.0,스타일: 베스트 셀러 팩,Terrific a real treat.,Reviewed in the United States 🇺🇸 on 2019년 10월 18일
1923,1923,별 5개 중 5.0,스타일: 베스트 셀러 팩,good selection,Reviewed in the United States 🇺🇸 on 2019년 3월 30일
1924,1924,별 5개 중 5.0,스타일: 베스트 셀러 팩,So delicious,Reviewed in the United States 🇺🇸 on 2019년 1월 5일
1925,1925,별 5개 중 1.0,스타일: 베스트 셀러 팩,"one of the boxes was expired on 11/30/21. and another just expired, but ill use them fast",Reviewed in the United States 🇺🇸 on 2019년 3월 27일
1926,1926,별 5개 중 5.0,스타일: 베스트 셀러 팩,As described. Fast delivery.,Reviewed in the United States 🇺🇸 on 2017년 10월 3일
1927,1927,별 5개 중 5.0,스타일: 베스트 셀러 팩,Very yummy coffee.,Reviewed in the United States 🇺🇸 on 2019년 9월 10일
1928,1928,별 5개 중 5.0,스타일: 베스트 셀러 팩,always buying them,Reviewed in the United States 🇺🇸 on 2018년 1월 18일
1929,1929,별 5개 중 5.0,스타일: 베스트 셀러 팩,Amazing coffee,Reviewed in the United States 🇺🇸 on 2019년 1월 17일
1930,1930,별 5개 중 5.0,스타일: 베스트 셀러 팩,awesome,Reviewed in the United States 🇺🇸 on 2019년 2월 25일
1931,1931,별 5개 중 5.0,스타일: 베스트 셀러 팩,Liked it,Reviewed in the United States 🇺🇸 on 2019년 8월 5일
1932,1932,별 5개 중 1.0,스타일: 베스트 셀러 팩,DO NOT BUY. This machine has stopped working after just a few months. It won’t make any coffee and we tried the the de scale process multiple times with no luck. We tried every troubleshooting process we found with no luck. The light still shows an error and it won’t make coffee.,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1933,1933,별 5개 중 3.0,스타일: 베스트 셀러 팩,A little to strong for me,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1934,1934,별 5개 중 1.0,스타일: 베스트 셀러 팩,Be very careful you have the right size capsule before you order- this product is not available for return or refund.,Reviewed in the United States 🇺🇸 on 2019년 10월 11일
1935,1935,별 5개 중 1.0,스타일: 베스트 셀러 팩,TERRIBLE!!! Tastes like chemicals. Something is wrong with these pods. I cant even drink it! I will never purchase these again,Reviewed in the United States 🇺🇸 on 2019년 3월 16일
1936,1936,별 5개 중 5.0,스타일: 베스트 셀러 팩,wonderful flavors !!,Reviewed in the United States 🇺🇸 on 2019년 1월 3일
1937,1937,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love it!,Reviewed in the United States 🇺🇸 on 2019년 9월 30일
1938,1938,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great coffee!,Reviewed in the United States 🇺🇸 on 2018년 11월 29일
1939,1939,별 5개 중 5.0,스타일: 베스트 셀러 팩,Very good.,Reviewed in the United States 🇺🇸 on 2019년 6월 8일
1940,1940,별 5개 중 5.0,스타일: 베스트 셀러 팩,A fun machine,Reviewed in the United States 🇺🇸 on 2019년 8월 28일
1941,1941,별 5개 중 5.0,스타일: 베스트 셀러 팩,Best coffee I've had in a long time,Reviewed in the United States 🇺🇸 on 2019년 6월 10일
1942,1942,별 5개 중 5.0,스타일: 베스트 셀러 팩,love it,Reviewed in the United States 🇺🇸 on 2018년 4월 8일
1943,1943,별 5개 중 5.0,스타일: 베스트 셀러 팩,All my favorites,Reviewed in the United States 🇺🇸 on 2020년 6월 21일
1944,1944,별 5개 중 5.0,스타일: 베스트 셀러 팩,so Delicious!,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1945,1945,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great flavors.,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1946,1946,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great,Reviewed in the United States 🇺🇸 on 2017년 2월 17일
1947,1947,별 5개 중 5.0,스타일: 베스트 셀러 팩,GREAT SELECTION!,Reviewed in the United States 🇺🇸 on 2019년 7월 4일
1948,1948,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great stuff!,Reviewed in the United States 🇺🇸 on 2019년 9월 20일
1949,1949,별 5개 중 5.0,스타일: 베스트 셀러 팩,delicious!,Reviewed in the United States 🇺🇸 on 2018년 8월 6일
1950,1950,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love this coffee.,Reviewed in the United States 🇺🇸 on 2019년 10월 19일
1951,1951,별 5개 중 1.0,스타일: 베스트 셀러 팩,"I've ordered this variety pack on a few other occasions and was happy with it but the most recent pack I received: all of the Odacio blue pods were lacking actual coffee. When you run the machine, it basically spits out frothy water without any coffee. The others: melozzio and stormio pods work fine so I know it's not my machine.
Perhaps this is why nespresso advices you purchase directly from them and not from amazon.",Reviewed in the United States 🇺🇸 on 2020년 4월 12일
1952,1952,별 5개 중 5.0,스타일: 베스트 셀러 팩,Good mix.,Reviewed in the United States 🇺🇸 on 2019년 9월 22일
1953,1953,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great Coffee,Reviewed in the United States 🇺🇸 on 2018년 6월 8일
1954,1954,별 5개 중 5.0,스타일: 베스트 셀러 팩,Wonderful!,Reviewed in the United States 🇺🇸 on 2018년 1월 18일
1955,1955,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great coffee. Pricey,Reviewed in the United States 🇺🇸 on 2019년 7월 18일
1956,1956,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great Product,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1957,1957,별 5개 중 5.0,스타일: 베스트 셀러 팩,On time and as advertised! Love this coffee.,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1958,1958,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great product!!,Reviewed in the United States 🇺🇸 on 2019년 6월 15일
1959,1959,별 5개 중 5.0,스타일: 베스트 셀러 팩,Amazing pods,Reviewed in the United States 🇺🇸 on 2019년 5월 21일
1960,1960,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great flavors,Reviewed in the United States 🇺🇸 on 2017년 10월 12일
1961,1961,별 5개 중 5.0,스타일: 베스트 셀러 팩,Favorite coffee,Reviewed in the United States 🇺🇸 on 2017년 5월 13일
1962,1962,별 5개 중 5.0,스타일: 베스트 셀러 팩,good!,Reviewed in the United States 🇺🇸 on 2019년 2월 8일
1963,1963,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nespresso coffee is the best!,Reviewed in the United States 🇺🇸 on 2019년 6월 15일
1964,1964,별 5개 중 1.0,스타일: 베스트 셀러 팩,"Some of the capsules are damaged, and they taste like regular coffee, not nespresso. Don’t waste your money!!",Reviewed in the United States 🇺🇸 on 2019년 6월 17일
1965,1965,별 5개 중 5.0,스타일: 베스트 셀러 팩,fast shipping and perfect,Reviewed in the United States 🇺🇸 on 2019년 3월 17일
1966,1966,별 5개 중 5.0,스타일: 베스트 셀러 팩,Awesome,Reviewed in the United States 🇺🇸 on 2019년 2월 27일
1967,1967,별 5개 중 1.0,스타일: 베스트 셀러 팩,"Apparently Amazon uses the US postal service for this item. Of course it doesn’t fit inside of my mailbox. So now I have to go 10 miles to the post office to get my item. Unacceptable Amazon. And of course it is not eligible for a refund, since it is a “food” item. Had I known this, wouldn’t have ordered!!!",Reviewed in the United States 🇺🇸 on 2019년 6월 10일
1968,1968,별 5개 중 1.0,스타일: 베스트 셀러 팩,"As advertised >$1 per cup ... imagine taking advantage of that every day in addition to the cost of the machine, maintenance, and effort involved when you decide if you want to buy the machine. The value for the money just isn't' there for me, and if I could get a credit for the return I would do it, reclaim counter space etc, but maybe for others the value is there - hard to tell.",Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1969,1969,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1970,1970,별 5개 중 5.0,스타일: 베스트 셀러 팩,arrived on time and coffee tastes great.,Reviewed in the United States 🇺🇸 on 2022년 8월 28일
1971,1971,별 5개 중 5.0,스타일: 베스트 셀러 팩,love my nespresso and penelope cruz!!,Reviewed in the United States 🇺🇸 on 2018년 12월 29일
1972,1972,별 5개 중 2.0,스타일: 베스트 셀러 팩,"We returned this, coffee pods along with the espresso machine",Reviewed in the United States 🇺🇸 on 2019년 2월 26일
1973,1973,별 5개 중 1.0,스타일: 베스트 셀러 팩,"Way too expensive and some coffees taste like cardboard. $$ especially if you drink more than one cup a day. I bought a bag of Starbucks to use with the replacement foils. I got around 48 cups for $13, and the cheapest Nespresso pods were $1 a piece, you do the math🤔 I purchased the Nespresso for convenience and this was anything but. I ended up sending everything back for full refund.",Reviewed in the United States 🇺🇸 on 2017년 1월 31일
1974,1974,별 5개 중 5.0,스타일: 베스트 셀러 팩,mmmmmm...yummy,Reviewed in the United States 🇺🇸 on 2020년 5월 29일
1975,1975,별 5개 중 3.0,스타일: 베스트 셀러 팩,2 good flavors. One bad,Reviewed in the United States 🇺🇸 on 2019년 3월 12일
1976,1976,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love the assortment combo,Reviewed in the United States 🇺🇸 on 2019년 2월 12일
1977,1977,별 5개 중 3.0,스타일: 베스트 셀러 팩,Flavor not like that from a high quality coffee machine,Reviewed in the United States 🇺🇸 on 2018년 12월 26일
1978,1978,별 5개 중 5.0,스타일: 베스트 셀러 팩,The best,Reviewed in the United States 🇺🇸 on 2019년 7월 4일
1979,1979,별 5개 중 5.0,스타일: 베스트 셀러 팩,as expected,Reviewed in the United States 🇺🇸 on 2018년 1월 17일
1980,1980,별 5개 중 5.0,스타일: 베스트 셀러 팩,The best,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1981,1981,별 5개 중 1.0,스타일: 베스트 셀러 팩,"Litterally the worst product I have ever purchased off Amazon. Totally unreliable. I spend more time trying to make it work than it acutally works. Total waste of money unless you enjoy thinking about coffee and not actually drinking it. Beyond frustrating. I love the coffee it makes. Very sad it does not work on a regulare basis. If I could give it less stars I would.
it of course is not attaching to the correct product on this order. I assume that is on purpose.",Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1982,1982,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great,Reviewed in the United States 🇺🇸 on 2019년 6월 3일
1983,1983,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great combo,Reviewed in the United States 🇺🇸 on 2019년 7월 29일
1984,1984,별 5개 중 5.0,스타일: 베스트 셀러 팩,Used for work...love it,Reviewed in the United States 🇺🇸 on 2018년 3월 8일
1985,1985,별 5개 중 5.0,스타일: 베스트 셀러 팩,Very pleased,Reviewed in the United States 🇺🇸 on 2018년 3월 31일
1986,1986,별 5개 중 5.0,스타일: 베스트 셀러 팩,great coffee,Reviewed in the United States 🇺🇸 on 2018년 7월 12일
1987,1987,별 5개 중 1.0,스타일: 베스트 셀러 팩,"We tried one from each box and they all had a very “off” flavor, ordered directly from nespresso the exact same flavors and those espresso pods tasted amazing. Just order direct from nespresso!",Reviewed in the United States 🇺🇸 on 2018년 3월 30일
1988,1988,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love,Reviewed in the United States 🇺🇸 on 2019년 2월 2일
1989,1989,별 5개 중 5.0,스타일: 베스트 셀러 팩,Good Combo pack,Reviewed in the United States 🇺🇸 on 2019년 6월 27일
1990,1990,별 5개 중 1.0,스타일: 베스트 셀러 팩,The “Stormio” pods don’t work with the machine. Not sure why but they also look a bit different and are missing the name in the packaging. The flavors are great for all three but unfortunately one third of my order is unusable. Not able to return or get a refund either.,Reviewed in the United States 🇺🇸 on 2017년 11월 7일
1991,1991,별 5개 중 3.0,스타일: 베스트 셀러 팩,I don’t like the coffees that much.,Reviewed in the United States 🇺🇸 on 2018년 5월 20일
1992,1992,별 5개 중 3.0,스타일: 베스트 셀러 팩,"Decent product, just expensive!!!!",Reviewed in the United States 🇺🇸 on 2018년 8월 7일
1993,1993,별 5개 중 5.0,스타일: 베스트 셀러 팩,Best coffe ever,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
1994,1994,별 5개 중 2.0,스타일: 베스트 셀러 팩,These pods gave only a super watery coffee outcome. Super disappointed because I usually love these pods! Will stick to other flavors.,Reviewed in the United States 🇺🇸 on 2019년 4월 25일
1995,1995,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love it,Reviewed in the United States 🇺🇸 on 2019년 2월 5일
1996,1996,별 5개 중 5.0,스타일: 베스트 셀러 팩,Perfect,Reviewed in the United States 🇺🇸 on 2019년 8월 17일
1997,1997,별 5개 중 2.0,스타일: 베스트 셀러 팩,Not every capsule work,Reviewed in the United States 🇺🇸 on 2017년 7월 20일
1998,1998,별 5개 중 1.0,스타일: 베스트 셀러 팩,The pods came dented and they also did not seem like they had enough air/contents packed in them. These in particular look like they have been spun because there are circles etched in the bottom. Probably not order from this seller again. Won’t know if the dents will effect the centrifugal brewing. Will update.,Reviewed in the United States 🇺🇸 on 2019년 1월 7일
1999,1999,별 5개 중 2.0,스타일: 베스트 셀러 팩,Great product but was promised Thursday on my Prime membership and it took 3 days to get. Now I don’t have coffee to take on vacation:( I’m starting to wonder why I pay for a Prime membership.,Reviewed in the United States 🇺🇸 on 2019년 1월 5일
2000,2000,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great flavor!,Reviewed in the United States 🇺🇸 on 2019년 2월 22일
2001,2001,별 5개 중 5.0,스타일: 베스트 셀러 팩,Good coffee,Reviewed in the United States 🇺🇸 on 2019년 8월 16일
2002,2002,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great!,Reviewed in the United States 🇺🇸 on 2019년 5월 21일
2003,2003,별 5개 중 5.0,스타일: 베스트 셀러 팩,excellent product,Reviewed in the United States 🇺🇸 on 2018년 5월 30일
2004,2004,별 5개 중 5.0,스타일: 베스트 셀러 팩,delicious,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
2005,2005,별 5개 중 3.0,스타일: 베스트 셀러 팩,Too strong for me,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
2006,2006,별 5개 중 1.0,스타일: 베스트 셀러 팩,Very expensive,Reviewed in the United States 🇺🇸 on 2019년 4월 12일
2007,2007,별 5개 중 5.0,스타일: 베스트 셀러 팩,As expected.,Reviewed in the United States 🇺🇸 on 2018년 3월 24일
2008,2008,별 5개 중 5.0,스타일: 베스트 셀러 팩,Good,Reviewed in the United States 🇺🇸 on 2019년 6월 18일
2009,2009,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great deal,Reviewed in the United States 🇺🇸 on 2019년 3월 23일
2010,2010,별 5개 중 1.0,스타일: 베스트 셀러 팩,"Something about the Stormio is way off. Either it’s counterfeit or I don’t know they changed the formula. Either way it’s awful, bitter and too acidic. Waste because this is not eligible for return. Not ordering this set again.",Reviewed in the United States 🇺🇸 on 2019년 3월 14일
2011,2011,별 5개 중 5.0,스타일: 베스트 셀러 팩,Delicious!,Reviewed in the United States 🇺🇸 on 2019년 9월 9일
2012,2012,별 5개 중 5.0,스타일: 베스트 셀러 팩,Fantastic!,Reviewed in the United States 🇺🇸 on 2018년 9월 6일
2013,2013,별 5개 중 5.0,스타일: 베스트 셀러 팩,Very good coffee only thing is I wish it could be cheaper too.,Reviewed in the United States 🇺🇸 on 2019년 2월 11일
2014,2014,별 5개 중 1.0,스타일: 베스트 셀러 팩,Tasted stale.,Reviewed in the United States 🇺🇸 on 2019년 5월 15일
2015,2015,별 5개 중 1.0,스타일: 베스트 셀러 팩,"Good design and beautiful looking. But coffee didn't smell good at all. It didn't smell fresh coffee. I brought many boxes with different flavors. But all of them smell the same, a type of coffee on the shelf for quite some time.",Reviewed in the United States 🇺🇸 on 2019년 6월 24일
2016,2016,별 5개 중 1.0,스타일: 베스트 셀러 팩,"These are not authentic Nespresso pods. I realize there were two different sizes included with the order, however, even when using the same color and size pod I would get a different amount of coffee. Called nespresso who informed me they were knock-offs.",Reviewed in the United States 🇺🇸 on 2018년 8월 7일
2017,2017,별 5개 중 1.0,스타일: 베스트 셀러 팩,Not sure why my coffe doesn’t taste fresh 😓,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
2018,2018,별 5개 중 1.0,스타일: 베스트 셀러 팩,Looks pretty nice but the magnet clasp does not stay where it is supposed to. It is constantly loosening up and sliding up and down your wrist and flipping over. Easily catches on clothing. I am returning as I fear it will fall off and it is annoying. You also cant get an accurate sleep pattern as it moves out of position on your wrist during sleep.,Reviewed in the United States 🇺🇸 on 2018년 10월 19일
2019,2019,별 5개 중 1.0,스타일: 베스트 셀러 팩,Didn’t come with al of them,Reviewed in the United States 🇺🇸 on 2019년 4월 1일
2020,2020,별 5개 중 1.0,스타일: 베스트 셀러 팩,I bought 30 counts and just received 10 counts,Reviewed in the United States 🇺🇸 on 2019년 4월 27일
2021,2021,별 5개 중 1.0,스타일: 베스트 셀러 팩,"First time the package was stolen by an Amazon courier (I think). Second time (today), we only got two varieties - the Melozzio and Odacio, missing the Stormio. Not sure WHAT happened but needless to say, be careful ordering this. We haven't had issues with ordering other pods from Amazon but for some reason, this one gives us problems!",Reviewed in the United States 🇺🇸 on 2019년 1월 21일
2022,2022,별 5개 중 1.0,스타일: 베스트 셀러 팩,I have ordered this product from amazon over 18 times and usually its okay but the passed two batches have tasted just awful. It makes me question if the coffee is ruined somehow or its not the authentic item.,Reviewed in the United States 🇺🇸 on 2019년 5월 9일
2023,2023,별 5개 중 1.0,스타일: 베스트 셀러 팩,No flavor,Reviewed in the United States 🇺🇸 on 2018년 2월 17일
2024,2024,별 5개 중 3.0,스타일: 베스트 셀러 팩,I like very good products.,Reviewed in the United States 🇺🇸 on 2019년 6월 9일
